output_filename,cubes,modr v L,core r cm,keff,keff unc,therm fis %
o_b8hcp-caseSC-c664-r71_36-d2o96_8-v2200.o,664.0,2200.0,71.35789,0.93974,0.0002,89.68
o_b8hcp-caseSC-c664-r73_38-d2o96_8-v2400.o,664.0,2400.0,73.38359,0.93495,0.00019,89.87
o_b8hcp-caseSC-c664-r75_30-d2o96_8-v2600.o,664.0,2600.0,75.30323,0.92877,0.00017,90.02
o_b8hcp-caseSC-c664-r77_13-d2o96_8-v2800.o,664.0,2800.0,77.12969,0.92201,0.00017,90.16
o_b8hcp-caseSC-c664-r78_87-d2o96_8-v3000.o,664.0,3000.0,78.87352,0.91548,0.00018,90.24
o_b8hcp-caseSC-c664-r80_54-d2o96_8-v3200.o,664.0,3200.0,80.54347,0.90826,0.00019,90.3
o_b8hcp-caseSC-c664-r82_15-d2o96_8-v3400.o,664.0,3400.0,82.1469,0.90122,0.00015,90.36
o_b8hcp-caseSC-c664-r85_18-d2o96_8-v3800.o,664.0,3800.0,85.17834,0.88573,0.00013,90.42
o_b8hcp-caseSC-c664-r88_01-d2o96_8-v4200.o,664.0,4200.0,88.00812,0.87039,0.00012,90.43
o_b8hcp-caseSC-c700-r58_96-d2o96_8-v1200.o,700.0,1200.0,58.95525,0.93448,0.00019,86.78
o_b8hcp-caseSC-c700-r61_86-d2o96_8-v1400.o,700.0,1400.0,61.86225,0.94443,0.00019,87.71
o_b8hcp-caseSC-c700-r64_52-d2o96_8-v1600.o,700.0,1600.0,64.51905,0.94909,0.00019,88.38
o_b8hcp-caseSC-c700-r66_97-d2o96_8-v1800.o,700.0,1800.0,66.9734,0.95065,0.00018,88.88
o_b8hcp-caseSC-c700-r69_26-d2o96_8-v2000.o,700.0,2000.0,69.25996,0.94997,0.00021,89.26
o_b8hcp-caseSC-c700-r71_40-d2o96_8-v2200.o,700.0,2200.0,71.40475,0.94667,0.00017,89.55
o_b8hcp-caseSC-c700-r73_43-d2o96_8-v2400.o,700.0,2400.0,73.42789,0.94286,0.0002,89.78
o_b8hcp-caseSC-c700-r75_35-d2o96_8-v2600.o,700.0,2600.0,75.34531,0.93783,0.00018,89.96
o_b8hcp-caseSC-c700-r77_17-d2o96_8-v2800.o,700.0,2800.0,77.1698,0.93234,0.00019,90.11
o_b8hcp-caseSC-c700-r78_91-d2o96_8-v3000.o,700.0,3000.0,78.91188,0.92575,0.00019,90.2
o_b8hcp-caseSC-c700-r80_58-d2o96_8-v3200.o,700.0,3200.0,80.58025,0.91954,0.00017,90.3
o_b8hcp-caseSC-c700-r82_18-d2o96_8-v3400.o,700.0,3400.0,82.18227,0.9125,0.00016,90.36
o_b8hcp-caseSC-c700-r85_21-d2o96_8-v3800.o,700.0,3800.0,85.21123,0.89841,0.00012,90.44
o_b8hcp-caseSC-c700-r88_04-d2o96_8-v4200.o,700.0,4200.0,88.03893,0.88386,0.00011,90.47
o_b8hcp-caseSC-c750-r59_05-d2o96_8-v1200.o,750.0,1200.0,59.05049,0.92856,0.00019,85.95
o_b8hcp-caseSC-c750-r61_95-d2o96_8-v1400.o,750.0,1400.0,61.94877,0.94236,0.00019,87.03
o_b8hcp-caseSC-c750-r64_60-d2o96_8-v1600.o,750.0,1600.0,64.59861,0.95101,0.00019,87.82
o_b8hcp-caseSC-c750-r67_05-d2o96_8-v1800.o,750.0,1800.0,67.04724,0.95514,0.00019,88.41
o_b8hcp-caseSC-c750-r69_33-d2o96_8-v2000.o,750.0,2000.0,69.32901,0.95688,0.0002,88.87
o_b8hcp-caseSC-c750-r71_47-d2o96_8-v2200.o,750.0,2200.0,71.46972,0.95635,0.00017,89.22
o_b8hcp-caseSC-c750-r73_49-d2o96_8-v2400.o,750.0,2400.0,73.48934,0.95502,0.00021,89.52
o_b8hcp-caseSC-c750-r75_40-d2o96_8-v2600.o,750.0,2600.0,75.40367,0.95191,0.0002,89.73
o_b8hcp-caseSC-c750-r77_23-d2o96_8-v2800.o,750.0,2800.0,77.22544,0.94826,0.00019,89.92
o_b8hcp-caseSC-c750-r78_97-d2o96_8-v3000.o,750.0,3000.0,78.96509,0.94328,0.00018,90.07
o_b8hcp-caseSC-c750-r80_63-d2o96_8-v3200.o,750.0,3200.0,80.63129,0.93861,0.00019,90.19
o_b8hcp-caseSC-c750-r82_23-d2o96_8-v3400.o,750.0,3400.0,82.23133,0.93313,0.00017,90.27
o_b8hcp-caseSC-c750-r85_26-d2o96_8-v3800.o,750.0,3800.0,85.25687,0.92138,0.00013,90.42
o_b8hcp-caseSC-c750-r88_08-d2o96_8-v4200.o,750.0,4200.0,88.08169,0.90913,0.00013,90.51
o_b8hcp-caseSC-c800-r59_15-d2o96_8-v1200.o,800.0,1200.0,59.14543,0.92258,0.00016,85.24
o_b8hcp-caseSC-c800-r62_04-d2o96_8-v1400.o,800.0,1400.0,62.03505,0.93996,0.00017,86.45
o_b8hcp-caseSC-c800-r64_68-d2o96_8-v1600.o,800.0,1600.0,64.67797,0.95055,0.00016,87.33
o_b8hcp-caseSC-c800-r67_12-d2o96_8-v1800.o,800.0,1800.0,67.12092,0.95739,0.00015,88.0
o_b8hcp-caseSC-c800-r69_40-d2o96_8-v2000.o,800.0,2000.0,69.39792,0.96115,0.00019,88.51
o_b8hcp-caseSC-c800-r71_53-d2o96_8-v2200.o,800.0,2200.0,71.53457,0.96231,0.00018,88.93
o_b8hcp-caseSC-c800-r73_55-d2o96_8-v2400.o,800.0,2400.0,73.55068,0.96235,0.00016,89.26
o_b8hcp-caseSC-c800-r75_46-d2o96_8-v2600.o,800.0,2600.0,75.46194,0.96113,0.00016,89.53
o_b8hcp-caseSC-c800-r77_28-d2o96_8-v2800.o,800.0,2800.0,77.281,0.95847,0.00016,89.73
o_b8hcp-caseSC-c800-r79_02-d2o96_8-v3000.o,800.0,3000.0,79.01823,0.95504,0.00019,89.92
o_b8hcp-caseSC-c800-r80_68-d2o96_8-v3200.o,800.0,3200.0,80.68225,0.95108,0.00018,90.06
o_b8hcp-caseSC-c800-r82_28-d2o96_8-v3400.o,800.0,3400.0,82.28034,0.94684,0.00021,90.18
o_b8hcp-caseSC-c800-r85_30-d2o96_8-v3800.o,800.0,3800.0,85.30246,0.93737,0.00014,90.36
o_b8hcp-caseSC-c800-r88_12-d2o96_8-v4200.o,800.0,4200.0,88.1244,0.92645,0.00013,90.48
o_b8hcp-caseSC-c850-r59_24-d2o96_8-v1200.o,850.0,1200.0,59.24006,0.92119,0.00015,84.86
o_b8hcp-caseSC-c850-r62_12-d2o96_8-v1400.o,850.0,1400.0,62.12109,0.93927,0.00018,86.13
o_b8hcp-caseSC-c850-r64_76-d2o96_8-v1600.o,850.0,1600.0,64.75713,0.9514,0.00018,87.04
o_b8hcp-caseSC-c850-r67_19-d2o96_8-v1800.o,850.0,1800.0,67.19444,0.95976,0.00018,87.77
o_b8hcp-caseSC-c850-r69_47-d2o96_8-v2000.o,850.0,2000.0,69.4667,0.964,0.00019,88.31
o_b8hcp-caseSC-c850-r71_60-d2o96_8-v2200.o,850.0,2200.0,71.59931,0.96689,0.00015,88.76
o_b8hcp-caseSC-c850-r73_61-d2o96_8-v2400.o,850.0,2400.0,73.61192,0.96727,0.00017,89.1
o_b8hcp-caseSC-c850-r75_52-d2o96_8-v2600.o,850.0,2600.0,75.52012,0.96633,0.00018,89.39
o_b8hcp-caseSC-c850-r77_34-d2o96_8-v2800.o,850.0,2800.0,77.33647,0.9645,0.00021,89.62
o_b8hcp-caseSC-c850-r79_07-d2o96_8-v3000.o,850.0,3000.0,79.07129,0.96181,0.0002,89.82
o_b8hcp-caseSC-c850-r80_73-d2o96_8-v3200.o,850.0,3200.0,80.73316,0.9588,0.00019,89.99
o_b8hcp-caseSC-c850-r82_33-d2o96_8-v3400.o,850.0,3400.0,82.32928,0.95482,0.00018,90.12
o_b8hcp-caseSC-c850-r85_35-d2o96_8-v3800.o,850.0,3800.0,85.34801,0.94647,0.00014,90.33
o_b8hcp-caseSC-c850-r88_17-d2o96_8-v4200.o,850.0,4200.0,88.16708,0.93645,0.00013,90.46
o_b8hcp-caseSC-c900-r59_33-d2o96_8-v1200.o,900.0,1200.0,59.33439,0.91286,0.00019,84.08
o_b8hcp-caseSC-c900-r62_21-d2o96_8-v1400.o,900.0,1400.0,62.20689,0.93383,0.0002,85.46
o_b8hcp-caseSC-c900-r64_84-d2o96_8-v1600.o,900.0,1600.0,64.8361,0.9479,0.00018,86.5
o_b8hcp-caseSC-c900-r67_27-d2o96_8-v1800.o,900.0,1800.0,67.26779,0.95758,0.00017,87.31
o_b8hcp-caseSC-c900-r69_54-d2o96_8-v2000.o,900.0,2000.0,69.53535,0.96419,0.00019,87.91
o_b8hcp-caseSC-c900-r71_66-d2o96_8-v2200.o,900.0,2200.0,71.66393,0.96843,0.00014,88.4
o_b8hcp-caseSC-c900-r75_58-d2o96_8-v2600.o,900.0,2600.0,75.57821,0.9714,0.00013,89.13
o_b8hcp-caseSC-c900-r79_12-d2o96_8-v3000.o,900.0,3000.0,79.12429,0.96929,0.00013,89.62
o_b8hcp-caseSC-c900-r82_38-d2o96_8-v3400.o,900.0,3400.0,82.37817,0.96463,0.00012,89.95
o_b8hcp-caseSC-c900-r85_39-d2o96_8-v3800.o,900.0,3800.0,85.3935,0.95759,0.00011,90.21
o_b8hcp-caseSC-c900-r88_21-d2o96_8-v4200.o,900.0,4200.0,88.20971,0.94964,0.00011,90.39
